Full Entry,Hansi,Pinyin,OC,PoS,Definitions,MC_BS,MC_Pretty,BS_Gloss,Order
"禱 daǒ , *tûʔ, vn, ‘pray (for)’, a itr: 禱於尼 丘得孔子 (SJ 47); b tr: 獲罪於天，無所 禱也(LY3.13);禱之於山川(CQFL30).",禱,daǒ,*tûʔ,vn,"‘pray (for)’, a itr: 禱於尼 丘得孔子 (SJ 47); b tr: 獲罪於天，無所 禱也(LY3.13);禱之於山川(CQFL30).",tawX,táw,,650766
"界 jiè, *krê(t)s, nc, ‘border’: 長城之界 (SJ 69).",界,jiè,*krê(t)s,nc,‘border’: 長城之界 (SJ 69).,keajH,kèaȷ,boundary,650942
"圩 yú, *wa (?), vi, ‘be indented’, caus: 生 而首上圩頂，故因名曰丘云 (SJ 47).",圩,yú,*wa (?),vi,"‘be indented’, caus: 生 而首上圩頂，故因名曰丘云 (SJ 47).",#,#,,652610
"頂 dǐng,*têŋʔ, nc, ‘crown (of the head)’: 生而首上圩頂(SJ 47).",頂,dǐng,*têŋʔ,nc,‘crown (of the head)’: 生而首上圩頂 (SJ 47).,tengX,téng,top of the head,652634
"嬉 xī,*hə,vn,‘amuseoneself’:江沅之間 謂戲為媱，或謂之愓，或謂之嬉 (FY 10); only itr: 孔子為兒嬉戲 (SJ 47); 孟子之少也，嬉遊為墓間之事 (LNZ 1.11).",嬉,xī,*hə,vn,‘amuseoneself’:江沅之間 謂戲為媱，或謂之愓，或謂之嬉 (FY 10); only itr: 孔子為兒嬉戲 (SJ 47); 孟子 之少也，嬉遊為墓間之事 (LNZ 1.11).,xi,xı̄,,652669
"戲 xì,*haih,vn,‘play(with),joke,divert’, a itr: 孔子為兒嬉戲，常陳俎豆，設禮 容 (SJ 47); b tr: 前言戲之耳 (LY 17.4); 天 子無戲言，言則史書之 (SY 1).",戲,xì,*haih,vn,"‘play(with),joke,divert’, a itr: 孔子為兒嬉戲，常陳俎豆，設禮 容 (SJ 47); b tr: 前言戲之耳 (LY 17.4); 天 子無戲言，言則史書之 (SY 1).",xjeH,xȷè,"sport, joke",652696
"俎 zǔ, *tsraʔ, nc, ‘small altar’: 孔子為 兒嬉戲，常陳俎豆，設禮容 (SJ 47).",俎,zǔ,*tsraʔ,nc,‘small altar’: 孔子為 兒嬉戲，常陳俎豆，設禮容 (SJ 47).,tsrjoX,tṣȷó,,652712
"豆 dòu,*dôh,nc,‘sacrificialbowl’:常陳 俎豆 (SJ 47).",豆,dòu,*dôh,nc,‘sacrificialbowl’:常陳 俎豆 (SJ 47).,duwH,dùw,bean,652736
"妾 qiè, *tshap, nc, ‘concubine’: 聘則為 妻，奔則為妾 (Li 12); 無以妾為妻 (Meng 6B7); 齊人有一妻一妾而處室者(Meng 4B33). Cf. note at 妻 [38.5].",妾,qiè,*tshap,nc,‘concubine’: 聘則為 妻，奔則為妾 (Li 12); 無以妾為妻(Meng 6B7); 齊人有一妻一妾而處室者 (Meng 4B33). Cf. note at 妻 [38.5].,tshjep,tshȷep,concubine,652879
"徵 zhēng, *trəŋ, vtr, 1 ‘demand; levy, summon; seek; inquire; verify’, a tr: 齊徵 諸侯而戍周 (Zuo 5.16); 文獻不足故 也，足則吾能徵之矣 (LY 3.9); b pass: 徵於色，發於聲，而後喻 (Meng 6B15); 久則徵，徵則悠遠 (Li 31); 叔孫通...以文學徵 (SJ 99); 2 nc,‘evidence, manifestation, symptom’: 歌者樂之徵也， 哭者 悲之效也 (HNZ 19); 亡徵者，非曰必 亡，言其可亡也 (HFei 15).",徵,zhēng,*trəŋ,vtr,"1 ‘demand; levy, summon; seek; inquire; verify’, a tr: 齊徵 諸侯而戍周 (Zuo 5.16); 文獻不足故 也，足則吾能徵之矣 (LY 3.9); b pass: 徵於色，發於聲，而後喻 (Meng 6B15); 久則徵，徵則悠遠 (Li 31); 叔孫通...以 文學徵 (SJ 99); 2 nc,‘evidence, manifestation, symptom’: 歌者樂之徵也， 哭者 悲之效也 (HNZ 19); 亡徵者，非曰必 亡，言其可亡也 (HFei 15).",tring,ṭı̄ng,examine,652897
"佐 zuŏ, *tsâih, [< 左, 48.2] vn, ‘assist, support’, a tr: 及正考父佐戴武宣公，三 命茲益恭 (SJ 47); b itr: 今蘧伯玉為相，史鰌佐焉 (SY 12).",佐,zuŏ,*tsâih,vn [< 左48.2],"‘assist, support’, a tr: 及正考父佐戴武宣公，三 命茲益恭 (SJ 47); b itr: 今蘧伯玉為 相，史鰌佐焉 (SY 12).",tsaH,tsà,,653477
"僂 lǚ, *rô/roʔ, vi, ‘stoop, hunch down; subdue’, a itr: 一命而僂 (SJ 47); b caus: 僂 身而下聲 (Yan 1.22).",僂,lǚ,*rô/roʔ,vi,"‘stoop, hunch down; subdue’, a itr: 一命而僂 (SJ 47); b caus: 僂 身而下聲 (Yan 1.22).",luw,lūw,,653579
"傴 yǔ, *ʔoʔ, vi, ‘bend; bow down; be hunchbacked’, a itr: 再命而傴 (SJ 47); b mod: 傴巫跛擊之事也 (Xun 9).",傴,yǔ,*ʔoʔ,vi,"‘bend; bow down; be hunchbacked’, a itr: 再命而傴 (SJ 47); b mod: 傴巫跛擊之事也 (Xun 9).",juX,ȷú,humpback,653596
"俯 fǔ, *poʔ, vi, ‘look down; bow down, bow the head’, a itr: 見梓勃焉實而俯 (SY 3.6); b caus: 行而俯項，非擊戾也(Xun 2). Ant. 仰 [9.4].",俯,fǔ,*poʔ,vi,"‘look down; bow down, bow the head’, a itr: 見梓勃焉實而俯 (SY 3.6); b caus: 行而俯項，非擊戾也 (Xun 2). Ant. 仰 [9.4].",pjuX,pȷú,,653616
"饘 zhān, *tan(ʔ)/tian(ʔ), nc, ‘gruel’: 饘 於是 (SJ 47).",饘,zhān,*tan(ʔ)/tian(ʔ),nc,‘gruel’: 饘 於是 (SJ 47).,tsyen,ts̯ēn,gruel (thick),653641
"粥 zhōu,*tuk,nc,‘congee’:饘於是，粥 於是，以餬余口 (SJ 47).",粥,zhōu,*tuk,nc,‘congee’:饘於是，粥 於是，以餬余口 (SJ 47).,tsyuwk,ts̯uwk,gruel,653661
"餬 hú,*gâ,nc,1‘gruel’:餬，饘也(Erya 2); 2 vn, ‘feed, fill (with gruel)’, tr: 以餬余 口 (SJ 47).",餬,hú,*gâ,nc,"1‘gruel’:餬，饘也(Erya 2); 2 vn, ‘feed, fill (with gruel)’, tr: 以餬余 口 (SJ 47).",hu,hū,,653682
"料 liào, *riâuh, vtr, ‘measure, count, estimate’, a tr: 夫古者不料民而知其少 多 (GY 1.9); 臣竊料匈奴之眾，不過漢 一千石大縣 (XS 4.2); b mod: 嘗為季氏 史，料量平 (SJ 47).",料,liào,*riâuh,vtr,"‘measure, count, estimate’, a tr: 夫古者不料民而知其少多 (GY 1.9); 臣竊料匈奴之眾，不過漢 一千石大縣 (XS 4.2); b mod: 嘗為季氏 史，料量平 (SJ 47).",lewH,lèw,measure (v.),655333
"蕃 fán, *ban, vi, ‘flourish, bloom’, a itr: 樹之而五穀蕃焉(Xun 32); 男女同姓， 其生不蕃 (Zuo 5.23); 嘗為司職吏而畜蕃息 (SJ 47); b caus: 山不槎蘗，澤不伐 夭...蕃庶物也 (GY 4.13).",蕃,fán,*ban,vi,"‘flourish, bloom’, a itr: 樹之而五穀蕃焉 (Xun 32); 男女同姓， 其生不蕃 (Zuo 5.23); 嘗為司職吏而畜 蕃息 (SJ 47); b caus: 山不槎蘗，澤不伐 夭...蕃庶物也 (GY 4.13).",bjon,bȷōn,luxuriant (growth),655395
"斥 chì, *k-lhak, vtr, ‘reject, turn down; blame’, a tr: 大國之求， 無禮以斥之， 何饜之有 (Zuo 10.16); b pass: 斥乎齊，逐乎宋衛 (SJ 47); 秦女必貴而夫人 斥矣 (SJ 70).",斥,chì,*k-lhak,vtr,"‘reject, turn down; blame’, a tr: 大國之求， 無禮以斥之， 何饜之有 (Zuo 10.16); b pass: 斥乎 齊，逐乎宋衛(SJ 47); 秦女必貴而夫人 斥矣 (SJ 70).",tsyhek,ts̯hek,rebuff; salty soil,655459
"攝相 shèxiàng, *nhep-saŋh, nc, ‘deputy chancellor’: 由大司寇行攝相事 (SJ 47).",攝相,shèxiàng,*nhep-saŋh,nc,‘deputy chancellor’: 由大司寇行攝相事 (SJ 47).,syep sjangH,s̯ep sȷàng,"catch, gather up / appearance, quality",657447
"鬻/粥 yù, *luk, vtr, ‘sell, vend’: 買 鬻，易也 (Mo 10); a tr: 鬻羔豚者弗飾 賈 (SJ 47); fig.: 是必與衍鬻吾國矣 (ZGC 9.3); b pass: 傅說轉鬻 (HFei 3); 田里不 粥，墓地不請 (Li 5).",鬻/粥,yù,*luk,vtr,"‘sell, vend’: 買 鬻，易也 (Mo 10); a tr: 鬻羔豚者弗飾 賈(SJ 47); fig.: 是必與衍鬻吾國矣 (ZGC 9.3); b pass: 傅說轉鬻 (HFei 3); 田里不 粥，墓地不請 (Li 5).",yuwk,yuwk,nourish,657510
"羔 gāo,*kâu,nc,‘lamb’:粥羔豚者弗飾 賈 (SJ 47).",羔,gāo,*kâu,nc,‘lamb’:粥羔豚者弗飾 賈 (SJ 47).,kaw,kāw,,657525
"價/賈 jià, *krâh, nc, ‘price’: 粥羔豚 者弗飾賈 (SJ 47).",價/賈,jià,*krâh,nc,‘price’: 粥羔豚 者弗飾賈 (SJ 47).,kaeH,kàe,price,657574
"塗 tú, *lâ, nc, ‘mud, clay’: 嬰兒...以塗 為羹 (HFei 32); ‘street, way’: 往拜之，遇 諸塗 (LY 17.1); 塗有餓莩而不知發 (Meng 1A3); syn. 道 [162.9].",塗,tú,*lâ,nc,"‘mud, clay’: 嬰兒...以塗 為羹 (HFei 32); ‘street, way’: 往拜之，遇 諸塗 (LY 17.1); 塗有餓莩而不知發 (Meng 1A3); syn. 道 [162.9].",du,dū,to plaster,657590
"拾 shí,*gip,vn,‘pickup’,atr:塗不拾遺 (SJ 47); b itr: 是君子之所棄， 而愚者拾 以為己寶 (Xun 22).",拾,shí,*gip,vn,"‘pickup’,atr:塗不拾遺 (SJ 47); b itr: 是君子之所棄， 而愚者拾 以為己寶 (Xun 22).",dzyip,dz̯ıp,"pick up, gather",657609
"沮 jǔ, *dzaʔ, vtr, ‘obstruct; stop, hinder; dissuade’, a tr: 請先嘗沮之 (SJ 47); b pass: 是以為善者勸，為不善者沮(Xun 16).",沮,jǔ,*dzaʔ,vtr,"‘obstruct; stop, hinder; dissuade’, a tr: 請先嘗沮之 (SJ 47); b pass: 是以為善者勸，為不善者沮 (Xun 16).",dzjoX,dzȷó,"stop, prevent",659039
"郊 jiāo, *krâu, nc, 1 ‘outskirts’: 小學在 公宮南之左，大學在郊 (Li 5); cf. note at 郭 [163.8]; 2 np, name of a sacrifice (in the outskirts): 於郊，故謂之郊...郊所以明 天道也 (Li 11); 3 vn, ‘sacrifice (in the outskirts)’, a itr: 魯今且郊 (SJ 47); b tr: 鬼神 視之無形，聽之無聲，然而郊天，望 山川 (HNan 20).",郊,jiāo,*krâu,nc,"1 ‘outskirts’: 小學在 公宮南之左，大學在郊 (Li 5); cf. note at 郭 [163.8]; 2 np, name of a sacrifice (in the outskirts): 於郊，故謂之郊...郊所以明 天道也 (Li 11); 3 vn, ‘sacrifice (in the outskirts)’, a itr: 魯今且郊 (SJ 47); b tr: 鬼神 視之無形，聽之無聲，然而郊天，望 山川(HNan 20).",kaew,kāew,suburb,659260
"膰 fán, *ban, nc, ‘sacrificial meat’: 魯今 且郊，如致膰乎大夫，則吾猶可以止 (SJ 47).",膰,fán,*ban,nc,‘sacrificial meat’: 魯今 且郊，如致膰乎大夫，則吾猶可以止 (SJ 47).,bjon,bȷōn,,659309
"卦 guà, *kwrêh, nc, ‘(Yijing) trigram; hexagram’: 是故剛柔相摩，八卦相盪 (Yi 7); 聖人設卦觀象 (Yi 7); 極天下之賾者，存乎卦 (Yi 8). Cf. 32.1.",卦,guà,*kwrêh,nc,‘(Yijing) trigram; hexagram’: 是故剛柔相摩，八卦相盪(Yi 7); 聖人設卦觀象 (Yi 7); 極天下之賾 者，存乎卦 (Yi 8). Cf. 32.1.,kweaH,kwèa,prognosticate with Achillea,667320
"坤 kūn, *khwən̂ , np, name of a trigram and a hexagram, associated with earth, female, passivity, etc.: 天尊地卑，乾坤定 矣(Yi 7); 乾道成男，坤道成女 (Yi 7); 坤，地也，故稱乎母 (Yi 9). Ant. 乾 [5.10].",坤,kūn,*khwən̂,np,"name of a trigram and a hexagram, associated with earth, female, passivity, etc.: 天尊地卑，乾坤定 矣(Yi 7); 乾道成男，坤道成女 (Yi 7); 坤，地也，故稱乎母 (Yi 9). Ant. 乾 [5.10].",khwon,khwōn,earth (trigram or hexagram),667489
"爻 yáo, *grâu, nc, ‘line (of Yijing trigram or hexagram)’: 爻者，言乎變者也 (Yi 7); 六爻之動，三極之道也 (Yi 7); 爻也者，效天下之動者也 (Yi 8). Cf. 32.1.",爻,yáo,*grâu,nc,‘line (of Yijing trigram or hexagram)’: 爻者，言乎變者也(Yi 7); 六爻之動，三極之道也 (Yi 7); 爻 也者，效天下之動者也 (Yi 8). Cf. 32.1.,haew,hāew,change; hexagram,668389
"繫/係 xì,*kêh,vn,‘bind,attach,hang’, a tr: 聖人設卦觀象，繫辭焉而明吉凶 (Yi 7); 繫馬千駟，弗視也 (Meng 5A7); 百越之君俛首係頸 (SJ 6); b pseudo-tr2: 折紂而繫之赤環 (Mo 31); 編之以 髮，繫之葦苕 (Xun 1).",繫/係,xì,*kêh,vn,"‘bind,attach,hang’, a tr: 聖人設卦觀象，繫辭焉而明吉凶 (Yi 7); 繫馬千駟，弗視也 (Meng 5A7); 百越之君俛首係頸 (SJ 6); b pseudo-tr2: 折紂而繫之赤環 (Mo 31); 編之以 髮，繫之葦苕 (Xun 1).",hejH,hèȷ,attach; suspend,672609
"繫 xì, *gêh, vi [< preceding], ‘be bound, attached (to)’, a itr: 飽食而敖遊，汎若 不繫之舟 (Zhuang 32); 少繫於父母，長 繫於夫，老繫於子 (LNZ 1.12); 不固溺 於流俗，不拘繫於左右 (SY 1); b mod: 似繫馬而止也 (Zhuang 13).",繫,xì,*gêh,vi [< preceding],"‘be bound, attached (to)’, a itr: 飽食而敖遊，汎若 不繫之舟 (Zhuang 32); 少繫於父母，長 繫於夫，老繫於子(LNZ 1.12); 不固溺 於流俗，不拘繫於左右 (SY 1); b mod: 似繫馬而止也 (Zhuang 13).",hejH,hèȷ,attach; suspend,672609
"柔 róu, *nu, vst, ‘be soft, weak, gentle, yielding’, a itr: 其聲能短能長，能柔能 剛 (Zhuang 14); 其聲和以柔 (Li 19); 雖 愚必明，雖柔必強 (Li 42); b caus, ‘soften, placate, mollify’: 去其餌，柔其肉 (Li 12); 嘉善而矜不能，所以柔遠人也 (Li 31); c comp: 天下莫柔弱於水 (Lao 78); d mod: 柔聲以諫 (Li 12). Syn. 弱 [57.7]; 懦 [61.14]; ant. 剛 [18.8]; 強[57.8].",柔,róu,*nu,vst,"‘be soft, weak, gentle, yielding’, a itr: 其聲能短能長，能柔能 剛 (Zhuang 14); 其聲和以柔 (Li 19); 雖 愚必明，雖柔必強 (Li 42); b caus, ‘soften, placate, mollify’: 去其餌，柔其肉 (Li 12); 嘉善而矜不能，所以柔遠人也 (Li 31); c comp: 天下莫柔弱於水 (Lao 78); d mod: 柔聲以諫 (Li 12). Syn. 弱 [57.7]; 懦 [61.14]; ant. 剛 [18.8]; 強[57.8].",nyuw,n̯ūw,soft,673809
"摩 mó, *mâi, vn, ‘rub, polish’, a tr: 摩頂 放踵利天下(Meng 7A26); b itr: 是故剛 柔相摩，八卦相盪 (Yi 7); 兩木相摩而 然，金火相守而流 (HNan 1); 男女切 踦，肩摩於道(HNan 11).",摩,mó,*mâi,vn,"‘rub, polish’, a tr: 摩頂 放踵利天下 (Meng 7A26); b itr: 是故剛 柔相摩，八卦相盪 (Yi 7); 兩木相摩而 然，金火相守而流 (HNan 1); 男女切 踦，肩摩於道 (HNan 11).",ma,mā,,673948
"霆 tíng, *lêŋ, nc, ‘lightning’: 鼓之以雷 霆，潤之以風雨 (Yi 7); 天下應之如雷 霆 (Xun 8).",霆,tíng,*lêŋ,nc,‘lightning’: 鼓之以雷 霆，潤之以風雨 (Yi 7); 天下應之如雷 霆 (Xun 8).,deng,dēng,,674003
"暑 shǔ, *lhaʔ, vst, ‘be hot’, a itr: 冬日則 寒，夏日則暑 (Lü 15.5); b mod: 喜則為 暑氣而有養長也(CQFL44);2nc,‘heat, hot weather’: 日月運行，一寒一暑 (Yi 7); 寒往則暑來，暑往則寒來 (Yi 8); 日 南，則景短多暑 (ZL 2). Ant. 寒 [40.9].",暑,shǔ,*lhaʔ,vst,"‘be hot’, a itr: 冬日則 寒，夏日則暑 (Lü 15.5); b mod: 喜則為 暑氣而有養長也(CQFL44);2nc,‘heat, hot weather’: 日月運行，一寒一暑 (Yi 7); 寒往則暑來，暑往則寒來 (Yi 8); 日 南，則景短多暑 (ZL 2). Ant. 寒 [40.9].",syoX,s̯ó,heat,674080
"吝 lìn, *m-rəns, vn, 1 ‘be niggardly, stingy; jealous; resentful’: 積多不能分 人，而厚自養，謂之吝 (Yan 4.23); a itr: 使驕且吝，其餘不足觀也已 (LY 8.11); 時年歲凶，則民吝且惡 (Mo 5); 吝於財 者失所親 (Guan 1); b tr: 故輕棄之，非 所惜吝 (SJ 41); syn. 愛 [61.9]; 2 nc, ‘distress’: 悔吝者，懮虞之象也 (Yi 7).",吝,lìn,*m-rəns,vn,"1 ‘be niggardly, stingy; jealous; resentful’: 積多不能分人，而厚自養，謂之吝 (Yan 4.23); a itr: 使驕且吝，其餘不足觀也已 (LY 8.11); 時年歲凶，則民吝且惡 (Mo 5); 吝於財 者失所親 (Guan 1); b tr: 故輕棄之，非 所惜吝 (SJ 41); syn. 愛 [61.9]; 2 nc, ‘distress’: 悔吝者，懮虞之象也(Yi 7).",linH,lı̀n,stingy,674621
"占 zhān, *tem, vn, 1 ‘prognosticate, prophesy, divine’, a tr: 臣以見占隱，以往 察來 (Wu 1); 命大史釁龜策，占兆審卦 吉凶 (Li 6); b itr: 善為易者不占 (Xun 27); 衛孫良夫帥師及齊師占於新築 (GLiang 8.2); 2 nc, ‘prognostication, divination’: 動 則觀其變，而玩其占 (Yi 7).",占,zhān,*tem,vn,"1 ‘prognosticate, prophesy, divine’, a tr: 臣以見占隱，以往 察來 (Wu 1); 命大史釁龜策，占兆審卦 吉凶 (Li 6); b itr: 善為易者不占 (Xun 27); 衛孫良夫帥師及齊師占於新築 (GLiang 8.2); 2 nc, ‘prognostication, divination’: 動 則觀其變，而玩其占 (Yi 7).",tsyem,ts̯ēm,prognosticate,674736
"罟 gǔ, *kâʔ, nc, ‘(fishing) net’: 數罟不 入洿池，魚鼈不可勝食也 (Meng 1A3); 作結繩而為罔罟，以佃以漁 (Yi 8).",罟,gǔ,*kâʔ,nc,‘(fishing) net’: 數罟不 入洿池，魚鼈不可勝食也 (Meng 1A3); 作結繩而為罔罟，以佃以漁 (Yi 8).,kuX,kú,,680454
"漁 yú, *ŋa, vn [< 魚, 195.0], ‘fish, catch fish’, a itr: 作結繩而為罔罟，以佃以漁 (Yi 8); 故君子仕則不稼，田則不漁 (Li 30); b tr, fig. ‘squeeze, exploit’: 牧漁其民 以富其家 (Guan 67); 貪主暴君，涸漁 其下 (Wen 8); c mod (!): 命漁師伐蛟取鼉 (Li 6); 此漁夫之勇悍也 (SY 11).",漁,yú,*ŋa,vn [< 魚 195.0],"‘fish, catch fish’, a itr: 作結繩而為罔罟，以佃以漁 (Yi 8); 故君子仕則不稼，田則不漁 (Li 30); b tr, fig. ‘squeeze, exploit’: 牧漁其民 以富其家 (Guan 67); 貪主暴君，涸漁 其下 (Wen 8); c mod (!): 命漁師伐蛟取 鼉 (Li 6); 此漁夫之勇悍也 (SY 11).",ngjo,ngȷō,to fish,680499
"穴 xué, *wît, nc, 1 ‘pit, hole; cave’: 堀穴深 不通於泉 (Mo 21); 蛇之穴也，如虎之室 (SY 1); 2 adv, ‘in caves’: 上古穴居而野處 (Yi 8); 北方曰狄，衣羽毛穴居 (Li 5).",穴,xué,*wît,nc,"1 ‘pit, hole; cave’: 堀穴深 不通於泉 (Mo 21); 蛇之穴也，如虎之室 (SY 1); 2 adv, ‘in caves’: 上古穴居而野處(Yi 8); 北方曰狄，衣羽毛穴居 (Li 5).",hwet,hwet,"cave, pit",680824
"棟 dòng, *tôŋh, nc, ‘ridgepole’: 任重莫 若棟，任國莫若德(Wen 9); 上棟下 宇，以待風雨 (Yi 8); fig. 太子，國之棟 也(GY 7.7).",棟,dòng,*tôŋh,nc,‘ridgepole’: 任重莫 若棟，任國莫若德 (Wen 9); 上棟下宇，以待風雨 (Yi 8); fig. 太子，國之棟 也 (GY 7.7).,tuwngH,tùwng,,680853
"耜 sì, *s-ləʔ, nc, ‘spade’: 斲木為耜，揉 木為耒 (Yi 8); 匠人為溝洫，耜廣五 寸，二耜為耦 (ZL 85).",耜,sì,*s-ləʔ,nc,‘spade’: 斲木為耜，揉 木為耒 (Yi 8); 匠人為溝洫，耜廣五 寸，二耜為耦 (ZL 85).,ziX,zı́,plowshare; to plow,681049
"絲 sī,*sə,nc,‘silk;thread’:春秋冬夏皆 有麻枲絲繭之功 (Lü 26.3); 繭之性為絲 (HSWZ 5); ‘stringed instruments’: 金石絲竹，樂之器也 (Li 19).",絲,sī,*sə,nc,‘silk;thread’:春秋冬夏皆 有麻枲絲繭之功 (Lü 26.3); 繭之性為絲 (HSWZ 5); ‘stringed instruments’: 金石 絲竹，樂之器也 (Li 19).,si,sı̄,silk,681441
"蜡 Zhà, *dzrâkh, np, a sacrifice (at the end of the year): 昔者仲尼與於蜡賓 (Li 9); 子貢觀於蜡 (Li 21).",蜡,Zhà,*dzrâkh,np,a sacrifice (at the end of the year): 昔者仲尼與於蜡賓(Li 9); 子貢觀於蜡 (Li 21).,tshjoH,tshȷò,,690082
"側 cè, *tsrɘk, nc, ‘side’: 子食於有喪者 之側 (LY 7.9); 遁逃反側之民 (Xun 9).",側,cè,*tsrɘk,nc,‘side’: 子食於有喪者 之側 (LY 7.9); 遁逃反側之民 (Xun 9).,tsrik,tṣık,"slanting, oblique; side",690171
"逮 dài, *ləŝ , vn, ‘reach, arrive at; catch up, measure up to’, a tr: 吾勇不子若，功 不子逮 (Yan 2.24); b itr: 逮于袁婁而與 之盟 (GYang 8.2); 魏武侯謀事而當，群 臣莫能逮 (Xun 32).",逮,dài,*ləŝ,vn,"‘reach, arrive at; catch up, measure up to’, a tr: 吾勇不子若，功 不子逮 (Yan 2.24); b itr: 逮于袁婁而與 之盟(GYang 8.2); 魏武侯謀事而當，群 臣莫能逮 (Xun 32).",dojH,dòȷ,reach to,690209
"矜 jīn, *grin, vn, ‘be arrogant, self-important; flaunt, brag, boast; praise’, a itr: 不矜而莊 (Li 32); b tr: 夫人主年少而 矜材 (ZGC 17.9); 今矜狄之善，其志益 廣 (GY 8.1).",矜,jīn,*grin,vn,"‘be arrogant, self-important; flaunt, brag, boast; praise’, a itr: 不矜而莊 (Li 32); b tr: 夫人主年少而 矜材(ZGC 17.9); 今矜狄之善，其志益 廣 (GY 8.1).",king,kı̄ng,pity (v.),690307
"鰥/矜 guān, *kwrən̂ , nc, ‘widower’: 老而無妻曰鰥 (Meng 1B5); 恤鰥寡，問 疾病 (Guan 10); 矜寡孤獨廢疾者，皆 有所養 (Li 9). Syn. 寡 [40.11].",鰥/矜,guān,*kwrən̂,nc,‘widower’: 老而無妻曰鰥 (Meng 1B5); 恤鰥寡，問 疾病(Guan 10); 矜寡孤獨廢疾者，皆 有所養 (Li 9). Syn. 寡[40.11].,kwean,kwēan,widower,690309
"孤 gū, *kwâ, vi, ‘be fatherless, orphaned, solitary’: 幼而無父曰孤 (Meng 1B5); a itr: 德不孤，必有鄰 (Meng 1B17); 矜寡 孤獨廢疾者，皆有所養 (Li 9); b caus: 殺妾父，孤妾身(Yan 2.27); fig. ‘isolate’: 莫如從親以孤秦 (SJ 69); c mod: 孤子當 室，冠衣不純采 (Li 1).",孤,gū,*kwâ,vi,"‘be fatherless, orphaned, solitary’: 幼而無父曰孤 (Meng 1B5); a itr: 德不孤，必有鄰 (Meng 1B17); 矜寡 孤獨廢疾者，皆有所養 (Li 9); b caus: 殺妾父，孤妾身 (Yan 2.27); fig. ‘isolate’: 莫如從親以孤秦 (SJ 69); c mod: 孤子當 室，冠衣不純采 (Li 1).",ku,kū,orphan,690331
"溝 gōu, *kô, nc, ‘ditch, trench, moat’: 九 夫為井，井間廣四尺，深四尺，謂之 溝 (ZL 85); 城郭溝池以為固(Li 9). Syn. 池 [85.3].",溝,gōu,*kô,nc,"‘ditch, trench, moat’: 九 夫為井，井間廣四尺，深四尺，謂之 溝 (ZL 85); 城郭溝池以為固(Li 9). Syn. 池[85.3].",kuw,kūw,irrigation canal,690957
"池 chí,*d-lai,nc,‘pool,pond;moat’:然 後踐華爲城，因河爲池 (XS 1.1); 城郭 溝池以為固 (Li 9). Syn. 溝 [85.10].",池,chí,*d-lai,nc,"‘pool,pond;moat’:然 後踐華爲城，因河爲池 (XS 1.1); 城郭 溝池以為固 (Li 9). Syn. 溝 [85.10].",drje,ḍȷē,pool (n.),690976
"篤 dǔ, *tûk, vi, 1 ‘be firm, stable; loyal, devoted; honest’, a itr: 君子篤於親，則 民興於仁 (LY 8.2); 言忠信，行篤 敬，雖蠻貊之邦行矣 (LY 15.6); b caus: 以正君臣，以篤父子 (Li 9); 2 adv, ‘faithfully, devotedly’: 明辨之，篤行之 (Li 31).",篤,dǔ,*tûk,vi,"1 ‘be firm, stable; loyal, devoted; honest’, a itr: 君子篤於親，則 民興於仁 (LY 8.2); 言忠信，行篤 敬，雖蠻貊之邦行矣 (LY 15.6); b caus: 以正君臣，以篤父子 (Li 9); 2 adv, ‘faithfully, devotedly’: 明辨之，篤行之 (Li 31).",towk,towk,"firm, solid",690994
"謹 jǐn , *kənʔ, vn, ‘be careful, circumspect; considerate, polite’, a itr: 其在宗廟 朝廷，便便言，唯謹爾 (LY 10.1); 未有 不謹於禮者也 (Li 9); b tr: 謹權量，審 法度 (LY 20.1); 謹庠序之教，申之以孝 悌之義 (Meng 1A3). Syn. 慎 [61.10].",謹,jǐn,*kənʔ,vn,"‘be careful, circumspect; considerate, polite’, a itr: 其在宗廟 朝廷，便便言，唯謹爾 (LY 10.1); 未有 不謹於禮者也 (Li 9); b tr: 謹權量，審 法度 (LY 20.1); 謹庠序之教，申之以孝 悌之義 (Meng 1A3). Syn. 慎 [61.10].",kj+nX,kȷų́n,"attentive, careful",691067
"殃 yāng, *ʔaŋ, 1 nc, ‘calamity, disaster; misfortune’: 無德而祿，殃也，殃將至 矣 (Zuo 4.2); 眾以為殃 (Li 9); 2 vtr, ‘harm, damage’, a tr: 不教民而用之，謂 之殃民 (Meng 6B8); 今以梗陽之賄殃 之，不可 (GY 15.7); b pass: 果實早成，民殃於疫 (Li 6).",殃,yāng,*ʔaŋ,nc,"‘calamity, disaster; misfortune’: 無德而祿，殃也，殃將至 矣 (Zuo 4.2); 眾以為殃 (Li 9);",jang,ȷāng,calamity,691113
"殃 yāng, *ʔaŋ, 1 nc, ‘calamity, disaster; misfortune’: 無德而祿，殃也，殃將至 矣 (Zuo 4.2); 眾以為殃 (Li 9); 2 vtr, ‘harm, damage’, a tr: 不教民而用之，謂 之殃民 (Meng 6B8); 今以梗陽之賄殃 之，不可 (GY 15.7); b pass: 果實早成，民殃於疫 (Li 6).",殃,yāng,*ʔaŋ,vtr,"‘harm, damage’, a tr: 不教民而用之，謂 之殃民 (Meng 6B8); 今以梗陽之賄殃 之，不可 (GY 15.7); b pass: 果實早 成，民殃於疫 (Li 6).",jang,ȷāng,calamity,691113
